V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q44,Q60_1,Q60_2,Q60_3,Q60_4,Q45,Q59_1,Q59_2,Q59_3,Q59_4,summary,headline,writing,include1,include2,include3,include4,include5,include6,pagenum,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_53,DO-BR-FL_125,DO-BR-FL_115,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1mz3dNUAmfhOs9O,Default Response Set,Anonymous,,,68.204.91.54,0,5/20/2016 20:05,5/20/2016 20:17,1,1,1,A1CTUG8A7TGH69,25,2,1,1,,,,,4,2,6,2,2,1,4,,6,7,5,7,6,6,7,3,6,3,7,4,6,1,2,1,2,6,6,6,6,2,2,2,2,6,6,6,6,3,3,3,2,2,3,3,1,1,3,2,2,1,1,,,,,,,1,0,0,86.96,0,A man was found to be forging famous pieces of artwork inside of his apartment. After he failed to get his own work recongized he turned to forging famous arts.,Forgery of the Arts,6,3,4,4,2,3,4,4,1,3,4,5,2,4,5,3,3,5,5,5,4,4,4,5,2,6,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,10|1|14|11|7|13|2|5|4|6|15|16|9|12|3|8,28.57040405,-81.52980042,-1
R_27Jw2PiCxtHvTrq,Default Response Set,Anonymous,,,70.208.132.204,0,5/20/2016 20:05,5/20/2016 20:18,1,1,1,A36W1KIRI87SAQ,20,2,1,,,1,,,5,3,5,3,2,1,3,,1,1,5,1,7,8,7,8,6,1,7,2,4,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,3,1,3,3,2,3,3,1,3,1,1,,1,2.17,100.952,103.451,5,,,,,,The work of a young Los Angeles artist is going to be featured in an exhibit at the Hive Gallery.,Work of Local Artist Featured at Hive Gallery,6,6,5,4,3,4,5,4,1,4,5,1,6,7,7,3,7,3,3,3,3,2,3,2,2,6,5,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,6|9|15|1|8|4|16|14|3|7|10|5|2|13|12|11,38.76089478,-77.18520355,-1
R_29s2f8ouCBhcwVY,Default Response Set,Anonymous,,,70.188.48.249,0,5/20/2016 20:05,5/20/2016 20:23,1,1,1,A1V0JYJ45H88KK,39,1,1,1,,,,,7,3,6,3,3,1,3,,5,4,5,1,6,7,6,7,6,6,6,6,3,5,5,5,4,3,5,5,5,5,3,4,5,5,5,4,3,2,1,2,2,1,2,2,1,1,2,3,2,1,1,,,,,,,1,12.444,80.401,81.791,3,jordan sullivan got arrested for forging art works. he stands to serve up to 10 years in prison.  he came from a poor back ground and was raised by his father.  its believed he turned to crime after his original art was not well received.,LA Mans Masterpiece was Fraud,5,5,3,2,3,5,4,4,1,1,4,4,2,7,4,3,7,5,5,5,6,5,5,5,2,6,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,5|16|15|9|2|4|10|1|14|13|3|7|6|8|12|11,37.36369324,-79.95490265,-1
R_2EBoQ2zfDBYrOui,Default Response Set,Anonymous,,,23.113.75.62,0,5/20/2016 20:06,5/20/2016 20:26,1,1,1,A3HNAJE7OJP66A,23,2,1,1,,,,,2,3,6,4,5,5,3,,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,5,4,4,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,26.107,41.476,42.927,2,,,,,,People in urban settings live in poverty. The artist uses mixed media to describe his experiences. ,Urban Rising,5,5,5,5,5,5,5,front,1,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,14|7|13|16|11|15|10|3|4|6|5|2|9|12|1|8,42.74220276,-84.52549744,-1
R_x5h3pOfYhDi3URP,Default Response Set,Anonymous,,,204.232.105.94,0,5/20/2016 20:05,5/20/2016 20:27,1,1,1,A24F42H3K58D8A,37,2,1,1,,,,,2,2,5,3,3,3,4,,5,4,5,3,3,3,6,6,6,2,7,6,3,2,3,4,3,5,5,2,6,5,5,3,5,5,3,3,3,3,2,2,1,1,2,3,1,1,3,3,2,1,1,,,,,,,1,0,0,113.244,0,"Man has a hard life, mother dies and he moves in with a father. he's an artist and starts to sell forged art when his own career doesn't take off.",From rags to riches to rags: Artist confesses to selling forged art.,4,4,6,6,6,6,6,2,1,4,4,6,2,6,2,3,3,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_58,low Status,hypocat|hypoformative,,,10|12|6|4|14|11|16|8|2|13|15|7|5|3|9|1,25.52250671,-80.3852005,-1
R_2Pp7Oo3Sc5mUmcI,Default Response Set,Anonymous,,,108.67.213.175,0,5/20/2016 20:05,5/20/2016 20:29,1,1,1,A1P9DK1NL33S7S,43,1,1,1,,,,,4,3,6,1,2,1,3,,3,3,5,3,6,2,7,7,4,1,8,2,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,3,2,1,2,2,1,1,2,2,2,3,1,1,,,,,,,1,146.59,146.59,148.951,1,An promising LA artist from humble beginnings squanders his life and talents by turning to the crime of forgery of other artists' works.,Alley Cat Meets Copy Cat,4,3,3,2,2,2,2,5,1,2,2,6,2,4,4,3,4,5,5,5,5,5,5,5,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,6|8|12|4|14|10|13|16|9|15|2|11|7|5|3|1,34.78450012,-83.08779907,-1
R_3LbcminfwymC3Oe,Default Response Set,Anonymous,,,170.253.172.228,0,5/20/2016 20:07,5/20/2016 20:32,1,1,1,A37JA32OJCPHML,36,1,1,1,,,,,3,2,9,2,2,2,4,,7,7,5,6,6,1,6,3,3,3,6,3,6,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,3,2,3,2,2,3,2,1,2,2,1,3,1,1,,1,39.39,39.39,81.454,1,,,,,,A former resident of subsidized housing went on to earn a BFA and MFA from UCLA in mixed media. He portrays urban life through his art and is one of the youngest exhibitors at a prestigious show. ,From the Projects to a Project,4,4,4,4,4,4,4,12,1,6,7,2,4,6,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,15|5|2|16|13|7|1|8|9|11|10|4|14|3|6|12,34.3401947,-89.48329926,-1
R_r7LTYVof9CRe5yx,Default Response Set,Anonymous,,,50.36.230.90,0,5/20/2016 16:31,5/20/2016 16:32,0,1,1,AL0IT4RSPIWGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,6.771,33.651,37.718,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_0OGKvrMqa8N1xOF,Default Response Set,Anonymous,,,184.180.246.93,0,5/20/2016 16:29,5/20/2016 16:32,0,1,1,ALZPOT5R8BMMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,low Status,,,,,-1
R_3MajvePifvhlqCl,Default Response Set,Anonymous,,,76.115.209.13,0,5/20/2016 16:29,5/20/2016 16:34,0,1,1,A3SM6R11R3687Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,101.059,257.184,273.641,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high status,,,,,-1
R_1hyxC118mg19awr,Default Response Set,Anonymous,,,108.61.50.108,0,5/20/2016 20:24,5/20/2016 20:40,1,1,1,ACRKDBKAS8GM1,26,2,1,1,,,,,7,3,6,4,5,4,3,,7,7,5,3,2,3,6,4,6,4,8,1,7,4,6,6,7,1,4,3,4,6,6,6,7,4,4,3,2,2,2,3,1,2,1,1,2,3,1,1,3,1,1,,1,38.805,38.805,77.187,1,,,,,,Jordan Sullivan grew up in government housing in South LA and at age 6 his mother died then he moved to Portland with his father. He graduated UCLA with a BFA MFA. He is now 27 and his work has been acclaimed and is now on display at the Hive gallery.,Talented young artist has his day at the Hive Gallery,6,6,4,4,4,6,5,3,1,4,5,2,5,7,7,3,7,1,1,1,3,3,3,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,10|12|15|16|8|6|1|5|9|14|11|4|3|7|2|13,40.41690063,-74.25789642,-1
R_2tyX5eQkgxQh8Xw,Default Response Set,Anonymous,,,32.214.166.40,0,5/20/2016 16:31,5/20/2016 17:05,0,1,1,A16RAPF09VVPIZ,28,1,1,,1,1,,,2,3,5,2,1,2,3,,3,2,5,2,2,7,6,7,7,3,6,4,3,1,1,2,1,6,7,7,7,2,2,2,3,7,6,6,6,3,3,3,1,2,3,3,1,3,3,1,3,1,1,,1,45.219,107.741,117.001,5,,,,,,Jordan Sullivan overcome obstacles including the loss of his mother at a young age to become one of LA's most promising young artists. His art reflects an urban lifestyle including graffiti. ,Beauty and Triumph in the Face of Adversity: The Story of a Promising Artist,5,5,6,6,3,4,7,9,1,3,7,1,7,7,7,3,7,3,3,3,3,3,3,3,2,7,7,7,1,1,,FL_58,high status,hypocat|hypoformative,,,3|14|5|11|10|12|4|16|13|9|1|2|8|6|7|15,,,-1
R_1gq3DEubBL6VjPJ,Default Response Set,Anonymous,,,74.193.74.53,0,5/20/2016 21:08,5/20/2016 21:21,1,1,1,ACCJZJ5SWC227,58,2,1,1,,,,,5,4,6,5,6,6,3,,7,5,5,7,2,6,7,3,6,3,6,7,4,2,5,4,1,5,5,6,3,3,5,5,5,3,3,4,3,1,3,3,3,3,3,2,1,3,3,3,1,1,1,,,,,,,1,71.464,71.464,102.075,1,A young man from South Los Angeles used his artistic skills to forge about 60 works of art.  It is believed that he turned to this skill after his senior project failed to get the acclaim he was expecting.  /  / ,The creation of an art forger,4,6,6,6,6,6,7,front page,1,2,1,6,1,2,4,3,2,3,3,3,3,3,3,5,2,6,6,6,1,1,1,FL_109,,,low Status,hypoformative|hypocat,9|15|8|3|1|11|5|14|2|4|6|7|16|10|12|13,30.44160461,-97.59860229,-1
R_1FtfZxe7H9FdKRi,Default Response Set,Anonymous,,,24.13.176.149,0,5/20/2016 21:08,5/20/2016 21:28,1,1,1,A050383932MZW4XOYPJAY,32,2,2,,,,,1,5,3,6,4,3,5,2,,4,3,5,6,6,6,2,7,7,3,8,1,6,1,2,2,1,7,6,1,2,2,2,2,6,7,6,7,6,2,3,3,3,3,1,1,1,3,3,1,2,1,1,,1,81.389,136.902,153.38,4,,,,,,"The article is about an artist by the name of Jordan Sullivan, whose exhibition ""Process of the Projects"" will soon be open to the public this Friday, at the prestigious Hive gallery. His works portray urban living and poverty.",The youngest artist ever at Hive gallery – Sullivan captures Urban poverty,7,7,5,4,3,3,7,Events this week page,1,2,6,2,4,5,6,3,7,4,4,4,3,4,3,3,2,7,7,7,1,1,1,FL_58,high status,hypocat|hypoformative,,,10|8|16|2|15|3|1|4|9|7|6|12|13|11|5|14,42.05340576,-88.05400085,-1
R_1dzR6yFFNc1nX35,Default Response Set,Anonymous,,,107.15.36.214,0,5/20/2016 21:12,5/20/2016 21:31,1,1,1,A1XSL223UP6NMI,34,1,1,1,,,1,,3,3,8,4,5,3,7,Asian/White,1,1,5,3,1,1,8,7,2,1,8,1,8,4,2,3,4,6,5,6,5,2,4,3,3,6,6,6,6,2,3,2,2,2,1,1,1,2,2,1,3,1,1,,1,0,0,86.18,0,,,,,,"The young artist Jason S. has produced critically-acclaimed art that will be featured at the Hive Gallery. His art focuses on the grittiness of urban poverty and he incorporates concrete, broken materials, and graffiti into his work to exemplify this subject.","Out of a broken home, a complete artist emerges",4,5,4,5,4,3,4,4,1,5,5,2,6,7,7,3,7,4,4,4,4,3,4,2,2,7,7,7,1,1,1,FL_109,,,high status,hypocat|hypoformative,7|2|9|5|3|16|4|15|10|11|14|1|13|8|6|12,35.84950256,-79.03410339,-1
R_UMH6sCV48egt2Nj,Default Response Set,Anonymous,,,69.125.63.194,0,5/20/2016 21:19,5/20/2016 21:32,1,1,1,A22DJQ5AB8TO3I,26,2,1,1,,,,,3,3,6,1,1,1,1,,7,7,5,6,1,2,1,7,4,4,8,2,8,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,3,2,3,2,3,2,3,2,3,3,3,3,1,1,,,,,,,1,12.016,35.025,36.68,2,"The article was basically about a criminal. He grew up poor and in a rough neighborhood, he was an aspiring artist that never got a chance to prove how talented he was, so as a cry for help he stole priceless art. I feel a whole lot of sympathy for him personally,",Artist gone criminal to prove a point.,4,4,1,1,1,2,1,7,1,1,4,1,4,7,4,3,7,4,4,4,7,7,7,7,2,7,6,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,9|15|4|13|5|10|16|7|11|14|8|3|6|1|12|2,40.61000061,-73.91079712,-1
R_2w62mHvHQlQsZi5,Default Response Set,Anonymous,,,76.28.21.15,0,5/20/2016 21:09,5/20/2016 21:45,1,1,1, A3U9TUGRWZIY4S,64,2,1,1,,,,,7,3,9,1,1,1,1,,5,7,5,3,6,4,6,7,8,3,6,6,6,1,1,7,1,7,1,1,7,1,1,7,2,7,7,7,7,3,3,2,1,2,1,1,1,3,3,2,3,1,1,,,,,,,1,0,0,203.181,0,An artist tried to follow his dream and obtained a MFA from UCLA.  He produced a group of paintings that was not well received upon showing them  He then turned to forgery an pocketed thousands of dollars from these forgeries.,"Discouraged Artist earns MFA , Master of Forged Art.",4,7,6,5,7,7,7,Front of the Arts and Leisure Section,1,1,1,7,4,7,4,3,2,5,4,5,4,4,4,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,5|2|1|13|14|12|8|6|7|11|15|9|4|3|16|10,41.59890747,-72.9776001,-1
R_3p8Poix3RD24tz1,Default Response Set,Anonymous,,,181.166.181.161,0,5/20/2016 21:10,5/20/2016 21:54,1,1,1,a3euu2ns6tbowt,20,2,1,1,,,,,1,2,4,1,1,1,4,,7,7,5,7,2,1,8,6,7,2,7,1,6,2,1,1,1,6,6,1,6,1,1,1,1,6,7,6,7,2,3,3,3,2,2,2,3,3,2,2,2,1,1,,1,9.216,270.08,271.466,4,,,,,,"Jordan Sullivan known for his mixed media depictions of urban life and poverty went through a few changes in hes life. He was born in Los Angeles , who's mother died and moved with his dad in Portland, due to his great work he was named the best artist ever since high school.",Jordan Sullivan life improvement.,7,4,7,4,5,7,7,first page ,1,7,7,1,6,1,4,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,16|3|9|7|11|2|12|10|8|14|5|4|15|6|13|1,-34.76089478,-58.40630341,-1
R_O2S09ZPS5CtPplv,Default Response Set,Anonymous,,,98.233.193.101,0,5/20/2016 18:37,5/20/2016 18:44,0,1,1,AAIX34EBHHA8D,24,1,1,,1,,,,3,3,5,4,4,4,3,,6,5,5,4,4,4,4,4,4,2,6,4,7,2,6,6,2,2,6,2,2,6,2,2,2,6,6,6,6,2,2,2,2,2,1,1,2,2,2,2,2,1,1,,1,2.32,126.91,127.672,4,,,,,,,,5,5,5,5,5,6,5,,1,4,5,3,5,4,5,3,5,5,5,5,,,,,,,,,,,,FL_58,high status,hypocat|hypoformative,,,3|13|14|16|2|15|10|5|7|11|1|4|12|8|6|9,,,-1
R_zVlNTxsGpLEfN0B,Default Response Set,Anonymous,,,99.198.159.110,0,5/20/2016 23:11,5/20/2016 23:19,1,1,1,AZ42DH0DM2PFK,28,2,1,1,,1,,,5,2,5,4,5,3,4,,5,6,5,3,2,6,6,7,8,3,7,2,6,3,3,5,6,3,5,3,3,2,2,4,2,3,4,4,5,2,2,3,1,1,3,1,2,2,1,1,3,1,1,,,,,,,1,0,0,79.612,0,"Due to not being a recognized artist, one artist chooses to forge art of others to make money. Although he is an artist himself, not having the recognition that others have forces him to make money others ways.",Downfalls of Art Forgery ,4,5,4,3,2,3,4,5,1,3,2,6,3,3,4,3,4,5,5,4,4,3,5,4,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,13|3|15|4|8|11|5|10|9|14|7|12|16|1|2|6,39.09190369,-94.60289764,-1
R_pu6oSlLbEDwAUox,Default Response Set,Anonymous,,,68.226.14.5,0,5/20/2016 23:10,5/20/2016 23:25,1,1,1,A1XFE1QZK9YPSE,23,1,1,,1,,,,1,2,5,4,4,4,3,,5,5,5,6,6,6,6,6,6,7,6,6,4,5,6,5,5,6,6,6,5,6,5,5,6,5,5,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,9.269,44.986,46.402,3,,,,,,"The article was describing an artist by the name of Jordan. Jordan was an art student at UCLA, where he received his BFA and MFA. Jordan was considered exceptional in his work and received much praise from his professors.",The Incredible Ark of Jordan's Art.,5,5,5,5,5,6,6,the cover,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,high status,hypocat|hypoformative,1|14|12|2|9|4|6|3|11|10|8|15|13|7|16|5,29.76409912,-82.38510132,-1
R_3O9ycwy6siBmDa4,Default Response Set,Anonymous,,,68.173.29.0,0,5/20/2016 23:15,5/20/2016 23:29,1,1,1,A21XK5IYR0XA5J,47,2,1,1,,,,,3,2,9,1,1,1,3,,4,6,5,2,3,1,7,7,8,1,6,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,1,2,1,1,2,3,3,3,1,1,,,,,,,1,0,0,139.868,0,A frustrated artist forged paintings by famous artists and sold the forged works to gallery owners.  He made thousands of dollars before getting caught.,Forged in the Projects,3,2,2,2,1,1,4,page 4 of the Arts section,1,1,4,5,4,6,7,3,5,4,4,4,4,1,1,1,2,7,7,7,1,1,1,FL_58,low Status,hypocat|hypoformative,,,9|1|3|6|12|11|10|8|4|5|15|14|16|13|2|7,40.74209595,-74.00180054,-1
R_2zI6PAXi3HvlxDF,Default Response Set,Anonymous,,,73.172.101.82,0,5/20/2016 23:09,5/20/2016 23:34,1,1,1,AQLXZI81F54VB,32,2,1,,1,,,,6,3,5,1,1,1,2,,5,7,5,1,6,6,6,8,7,3,6,7,6,2,1,3,1,7,7,7,7,1,1,1,2,7,7,7,6,2,2,3,2,1,3,1,1,3,1,1,3,1,1,,,,,,,1,0,0,232.986,0,A well educated artist who failed to have success with his own artwork began forging the work of others. 40 forged works of art were found in his apartment. ,Bamboozling artist arrested in forgery scandal,4,5,3,5,3,3,4,3,1,5,5,5,3,7,3,3,5,4,1,1,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,2|9|10|15|16|7|3|13|1|14|5|8|12|4|11|6,39.11480713,-77.24620056,-1
R_3MnwNxcq5JD4AIr,Default Response Set,Anonymous,,,66.91.209.213,0,5/20/2016 23:15,5/20/2016 23:35,1,1,1,A1LMERPBAB18MC,19,2,1,,,1,,,5,3,5,3,5,2,2,,5,6,5,1,2,6,4,4,4,1,3,3,2,1,1,1,2,4,7,7,7,1,3,2,2,7,7,7,7,3,2,3,2,2,2,3,1,2,3,2,3,1,1,,1,0,0,133.435,0,,,,,,"Jordan Sullivan is a young artist who comes from humble beginnings.  After the death of his mother, Sullivan went to live with his birth father in Portland.  He later received his BFA and MFA from UCLA.  His art will be displayed in the Hive Gallery.  ",The Making of an Artist: Jordan Sullivan,5,4,2,4,2,4,4,2,1,5,5,1,5,7,6,3,7,4,4,4,4,4,4,4,2,6,6,7,1,1,1,FL_109,,,high status,hypoformative|hypocat,4|15|8|2|7|16|1|3|12|11|10|6|5|9|14|13,21.2749939,-157.8164978,-1
R_3mjKhVx4uvYQPAV,Default Response Set,Anonymous,,,74.211.16.69,0,5/20/2016 23:20,5/20/2016 23:38,1,1,1,A71WS46EWRAAM,39,2,1,1,,,,,3,3,6,3,6,2,3,,7,7,5,2,6,3,3,7,7,6,7,2,3,6,2,3,2,5,6,6,6,5,6,2,3,6,5,5,2,2,3,3,2,2,2,3,3,2,3,2,2,1,1,,,,,,,1,0,0,58.415,0,"Jordan was an artist that graduated with a BFA from LA. He had trouble breaking out as a well known artist and instead of trying to find his own strengths, he went on to forge fine art which he sold to gallery owners. He was caught and faced a sentence of up to 10 years if guilty.",The Robin Hood of art in LA,6,6,7,4,1,6,6,2,1,2,2,6,3,6,5,3,4,5,5,5,5,6,5,5,2,7,7,7,1,1,1,FL_58,low Status,hypoformative|hypocat,,,10|11|3|15|14|2|8|13|9|1|4|5|16|12|6|7,37.0644989,-113.5746002,-1
R_32WqsRq8cJwu7UL,Default Response Set,Anonymous,,,71.251.191.249,0,5/20/2016 23:17,5/20/2016 23:41,1,1,1,A2XVLENAJYX691,73,1,1,1,,,,,4,3,9,2,2,2,3,,4,4,5,7,1,1,8,2,8,1,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,2,2,1,2,1,2,2,1,3,1,1,,,,,,,1,8.971,62.518,130.778,6,"Jordan Sullivan is a gifted artist. He could not find support for his gritty mixed-media art that portrayed life in poor housing projects, so he decided to forge artwork and attribute the pieces to well-known artists. He was convicted of forgery and could be sentenced to 10 years in prison.",Talented Artist Convicted of Art Forgery – Becoming Famous for the Wrong Reason,6,6,6,6,5,6,6,Page 1 (feature article),1,4,3,6,3,5,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,12|11|2|16|9|7|3|13|14|6|4|5|10|1|8|15,37.0355072,-76.31939697,-1
R_30cshcgbyoHaqZg,Default Response Set,Anonymous,,,23.127.198.62,0,5/20/2016 23:14,5/20/2016 23:44,1,1,1,A3PE47I45HV3SV,53,2,1,1,,,,,8,4,6,6,6,6,3,,6,5,5,7,1,3,6,2,7,8,6,2,4,2,4,6,2,5,5,5,6,4,1,4,4,4,5,6,4,2,2,3,2,2,3,1,2,3,2,1,2,1,1,,1,0,0,86.266,0,,,,,,Jordan Sullivan grew up in the LA projects and lost his single mother when he was in first grade. He later became acquainted with his birth father and moved to Oregon to be with him.he later went to art school and became very talented in depicting urban suffering with various designs and materials.,Jordan's Journey thru life by ,4,7,7,7,7,4,7,Front page of the arts/entertainment section,1,4,6,1,4,7,6,3,6,1,2,2,2,3,3,2,2,6,5,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,13|16|4|11|1|2|10|7|3|15|5|8|9|6|14|12,38.84899902,-89.93849945,-1
R_BQVrgDPQYgGQOzf,Default Response Set,Anonymous,,,98.242.25.233,0,5/21/2016 0:47,5/21/2016 1:03,1,1,1,A38HCU1O9OS0C5,53,2,1,,1,,,,2,1,5,7,7,7,3,,5,5,5,1,3,3,7,8,8,7,7,2,7,3,5,6,5,5,3,5,3,6,5,5,6,3,3,2,2,2,3,2,2,1,2,2,1,1,2,1,2,1,1,,1,3.551,95.985,97.211,3,,,,,,"An artist from LA grew up admist a lot of adversity, such as losing his mother at an early age, but he has gone on to become a successful artist and has received many awards.  His art work is themed around urban poverty.",LA Artist Turns Tragedy in Beauty,7,7,4,5,5,4,5,3,1,5,6,2,6,5,6,3,6,3,3,3,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,high status,hypocat|hypoformative,11|10|3|12|14|7|5|13|4|16|15|2|8|6|9|1,36.29389954,-119.828598,-1
R_3eaWJK8jNerJFiI,Default Response Set,Anonymous,,,100.0.75.140,0,5/21/2016 0:51,5/21/2016 1:04,1,1,1, A18L5XH218VM1R,38,2,1,,1,,,,3,1,9,1,1,1,3,,2,3,5,7,6,3,7,3,8,1,2,7,6,1,1,1,1,7,7,7,6,1,2,2,1,7,7,6,7,2,2,3,2,2,2,1,1,2,1,1,3,1,1,,1,8.962,37.428,40.751,9,,,,,,Jordan grew up in the projects.  His life was tough and he grew up in poverty.  He now has turned his tough upbringing into fuel for his mixed media artwork on urban life and poverty.,Can Poverty Inspire Art: The Work and Life of Jordan,3,5,4,4,4,4,4,"Front Page, Arts",1,4,5,2,6,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,7|12|4|10|1|11|6|9|15|5|13|14|16|3|2|8,41.9980011,-71.49410248,-1
R_22ykuCztTouV2TK,Default Response Set,Anonymous,,,98.22.140.102,0,5/21/2016 0:49,5/21/2016 1:05,1,1,1,AUSJN9UY7KBDM,48,2,1,1,,,,,4,2,6,4,6,3,6,,7,7,5,3,2,3,4,6,7,1,4,3,6,1,1,2,1,7,4,7,4,7,7,7,1,5,1,4,1,2,3,3,2,1,1,1,1,3,1,1,3,1,1,,,,,,,1,0,0,70.098,0,"A young man living in the projects with his mother, loses his mother at an early age. He is ""reaquainted with his birth father and ends up living with him in Portland, graduating from High School there. He then furthers his education. He is an artist. However, his art is unappreciated. He beings forging art and ripping off art galaries. He was caught and faces a 10 year federal sentence.",Artifice,5,4,3,3,1,1,1,"Small print in the ""want ads.""",1,4,2,6,1,4,4,3,4,1,1,1,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low Status,hypoformative|hypocat,16|10|13|14|4|12|9|1|5|7|2|11|15|3|6|8,36.02709961,-95.55760193,-1
R_2pKUGBE9eOFsAeg,Default Response Set,Anonymous,,,162.226.236.129,0,5/21/2016 0:50,5/21/2016 1:07,1,1,1,A2WHVVLZWWN7PL,53,2,1,,1,,,,3,2,9,4,3,2,3,,2,2,5,7,3,6,4,3,7,3,3,7,4,1,1,1,1,7,7,7,5,3,5,3,5,5,5,4,3,3,3,3,1,2,3,3,2,2,3,2,3,1,1,,1,27.938,147.995,148.822,18,,,,,,"Jordan Sullivan, a 27-year-old artist who endured much in his youth, has an exhibit at the Hive Gallery.  He depicts urban life and poverty.  One of the youngest artists to have such an exhibit at the Hive.",Jordan Sullivan: The Art of Poverty,5,7,7,7,7,7,7,4,1,5,7,1,6,6,7,3,7,2,2,2,2,2,2,2,2,7,7,7,1,1,1,FL_58,high status,hypoformative|hypocat,,,10|13|3|6|12|9|8|7|1|4|16|2|14|5|11|15,44.1098938,-87.70999908,-1
R_3lBddUdxy78Is2B,Default Response Set,Anonymous,,,108.29.64.46,0,5/21/2016 1:02,5/21/2016 1:08,1,1,1,A3V16ZZMTM0OLM,26,1,1,1,,,,,6,3,6,3,5,3,2,,4,4,5,2,6,3,3,8,6,2,6,2,7,2,5,7,5,2,3,5,3,5,6,5,6,4,3,4,3,2,2,3,3,2,3,3,2,2,2,1,2,1,1,,,,,,,1,0,0,54.903,0,"A man named Jordan Sullivan was born in poverty but managed to graduate from UCLA and become an artist. Unfortunately, he couldn't be creative and chose to steal other people's works.",Artist's Fall from Glory,5,5,4,3,4,6,5,2,1,2,3,6,3,5,4,3,3,3,3,3,3,4,4,3,2,6,6,6,1,1,1,FL_58,low Status,hypocat|hypoformative,,,6|4|7|13|3|14|1|16|10|8|12|11|2|9|5|15,40.61659241,-74.01239777,-1
