V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_incom,demo_class,demo_educa_1,Q17_1,Q19_1,Q19_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,Q63,j_training,j_training_TEXT,Q76_1,Q76_2,Q76_3,Q76_4,Q48,Q75_1,Q75_2,Q75_3,Q75_4,Q50,summary,headline,writing,include,pagenum,Q35,age,credible,status,ambitious,attn2,hardwork,emphasis,Q78,Q80,hypo_4,hypo_11,hypo_12,hypo_5,guilt1,guilt2,guilt3,guilt4,guilt5,Q66,Q65,DO-BR-FL_15,DO-BR-FL_21,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_1rBtBBNhlI5ckkw,Default Response Set,Anonymous,,,70.160.239.180,0,9/8/2015 18:52,9/8/2015 19:10,1,1,1,AOLQA0CBEC46G,35,2,1,,1,,,,4,3,6,1,1,1,1,,7,7,5,8,1,1,8,2,7,1,8,1,8,2,3,3,2,3,2,3,3,1,3,3,3,1,1,1,1,7,7,1,7,1,7,1,1,7,7,7,7,1,1,,0,0,67.109,0,1,,,,,,"Oncologist have discovered that by applying a mutated flu virus, the thebody learns how to cure itself of melonoma cancer",The Cure for Melonoma Cancer Found in Mutated Flue Virus,7,7,first page,1,2,7,7,7,3,7,4,5,4,4,4,4,4,7,7,1,7,7,1,1,target does something good,hypoformative|hypocat,12|7|6|1|16|2|11|3|15|4|5|13|9|10|8|14,36.82330322,-76.31800079,-1
R_3OoHGb4j42D6hQc,Default Response Set,Anonymous,,,76.171.87.70,0,9/8/2015 19:26,9/8/2015 19:32,1,1,1,A183INDCLTAKXN,30,2,1,,1,1,,,2,2,5,1,4,1,7,"Black, White, Asian",5,3,5,2,6,2,6,7,3,4,7,1,7,3,2,3,2,3,2,2,1,2,2,1,3,1,2,3,1,7,5,7,4,1,1,1,6,7,7,7,7,1,1,,,,,,,0,0,34.654,0,1,"A doctor and researcher falsified data and claimed that he had found a cure for melanoma, a type of cancer.",Doctor Admits Claims of Cure for Cancer Were False,6,7,2,1,2,2,5,6,3,4,3,4,4,4,4,4,5,3,6,1,7,7,1,1,target does something bad,hypocat|hypoformative,8|3|10|11|5|13|15|7|2|16|9|1|12|4|14|6,34.06140137,-117.1734009,-1
R_03aNrR3oPTrrZYd,Default Response Set,Anonymous,,,68.84.175.251,0,9/8/2015 19:27,9/8/2015 19:40,1,1,1,A2DFNNDO9YE0NL,33,1,1,,,,,1,3,2,4,2,4,2,3,,3,2,5,2,6,6,4,7,3,2,3,6,4,2,3,1,2,1,1,2,1,2,3,2,2,2,2,3,3,4,6,6,4,2,3,3,3,6,5,5,6,1,1,,0,0,118.904,0,1,,,,,,"A doctor has made a medical breakthrough that appears to have cured Melanoma. The doctor discovered this by injecting a cold virus into a person lesions, at which point the body started to heal it self trying to fight off the virus.",Significant medical breakthrough appears to be cure for Melanoma ,4,4,3,1,3,6,4,5,3,6,3,3,3,4,3,4,5,3,3,2,5,6,1,1,target does something good,hypocat|hypoformative,4|11|2|15|13|9|14|16|1|3|6|5|10|8|12|7,42.59880066,-83.01039886,-1
R_3hhdkqwU8fbdKHV,Default Response Set,Anonymous,,,99.191.42.108,0,9/8/2015 19:27,9/8/2015 19:43,1,1,1,A28F1ZWZ9H0RHA,30,1,1,,1,,,,2,2,6,3,3,1,3,,4,3,5,3,2,4,6,7,6,2,7,3,6,2,1,3,2,2,2,1,2,2,2,1,3,1,1,3,1,5,7,5,5,2,4,2,3,5,4,4,5,1,1,,0,0,111.101,0,1,,,,,,"A researcher discovered what seems to be a cure for melanoma, a form of skin cancer. He was inspired to search for a cure since his father died of the disease. The treatment option has healed over 70% of those who received it during a clinical trial (that lasted two years).",Researcher discovers cure for melanoma; treatment teaches body to heal itself,5,6,Front page,1,2,5,6,7,3,6,4,4,4,4,3,3,3,5,7,3,7,7,1,1,target does something good,hypoformative|hypocat,10|9|11|5|4|14|8|13|1|6|15|16|12|3|2|7,40.2368927,-85.46790314,-1
R_1jBM7VtZSh95mtt,Default Response Set,Anonymous,,,24.210.82.105,0,9/8/2015 19:27,9/8/2015 19:43,1,1,1,A1K8U4ERJCTIQ5,32,1,1,1,,,,,2,1,6,1,1,1,3,,2,2,5,3,6,4,7,3,8,2,7,3,4,3,2,3,2,2,2,1,1,3,2,1,3,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,1,,,,,,,0,0,265.408,0,1,"Dr Mendez, a scientist falsified data in his article about cancer. His medical articale claimed that he had designed a cure for melanoma.",Faking a step forward in medical research,7,7,page 1 or 2,1,4,7,7,7,3,7,6,4,4,4,4,4,4,6,6,2,7,7,1,1,target does something bad,hypocat|hypoformative,15|10|12|3|2|4|8|7|9|13|11|6|14|5|1|16,39.53720093,-83.43430328,-1
R_2feC3ch1VFMCDHj,Default Response Set,Anonymous,,,54.148.44.119,0,9/8/2015 19:31,9/8/2015 19:44,1,1,1,A1AMRJEG9TNY3Q,19,1,1,,,1,,,2,3,4,4,4,4,4,,5,4,5,6,3,2,7,7,4,2,7,2,7,2,2,3,2,2,3,1,2,3,3,2,3,6,5,5,3,5,6,4,3,3,4,6,2,6,6,5,6,1,1,,,,,,,0,0,2.568,0,1,,things of life,6,5,front page,1,3,6,5,6,3,6,5,3,4,4,4,4,4,3,3,2,2,2,1,1,target does something bad,hypocat|hypoformative,3|7|5|6|14|16|8|9|12|2|4|11|15|13|10|1,45.83990479,-119.7005997,-1
R_doMKtOJ7nPgvB7j,Default Response Set,Anonymous,,,173.169.244.187,0,9/8/2015 19:27,9/8/2015 19:45,1,1,1,A1QNSTTYHRGJAT,34,2,1,1,,,,,4,2,5,1,1,1,3,,1,3,5,6,6,3,7,6,4,3,3,6,6,3,2,3,1,1,3,3,2,3,2,1,3,2,1,3,1,4,6,4,4,2,4,5,1,5,3,4,3,1,1,,23.63,29.615,31.667,5,1,,,,,,"Dr. Menedaz has successfully created a treatment protocol for melanoma. Melanoma is a form of skin cancer and, a leading killer within the United States.This treatment is highly successful and benefits most patients.",Did Dr. Menedez really murder melanoma?,5,6,science,1,3,4,5,7,3,4,4,4,4,4,4,4,4,7,6,5,6,5,1,1,target does something good,hypocat|hypoformative,6|10|9|13|1|7|2|4|15|11|12|8|3|16|5|14,28.14759827,-82.76409912,-1
R_2du9FHLH8od7j4R,Default Response Set,Anonymous,,,67.5.29.166,0,9/8/2015 19:27,9/8/2015 19:45,1,1,1,A3K2DJJV5DWBFD,30,1,1,1,,,,,3,3,6,2,2,2,3,,4,3,5,7,4,2,8,4,7,3,7,1,8,3,3,3,2,2,2,2,1,2,2,2,2,5,5,4,4,5,6,3,3,3,6,3,3,6,5,5,6,1,1,,9.07,80.789,82.659,2,1,,,,,,"A doctor at George Washington University medical school recently discovered what could be a cure for melanoma. Melanoma kills 10,000 people each year and the treatment could save thousands. Once injected with a mutated cold virus directly into the skin lesion, it teaches the body to heal and cure itself from skin cancer.",George Washington University Researcher Discovers Revolutionary Cure for Skin Cancer,5,5,A1/A2 national section or first page of health,1,4,5,6,6,3,6,5,5,5,5,5,4,5,2,2,6,6,5,1,1,target does something good,hypoformative|hypocat,16|11|5|6|8|10|13|4|7|2|15|12|14|3|1|9,43.95889282,-92.40280151,-1
R_31QRE1jtrEYiTT4,Default Response Set,Anonymous,,,71.201.75.210,0,9/8/2015 19:27,9/8/2015 19:47,1,1,1,AOHFFIE48YQD4,21,2,1,,,,1,,3,2,5,4,4,3,7,Euro White/Black,2,1,5,1,2,7,6,8,8,2,4,1,4,1,3,3,2,1,2,1,1,1,2,2,2,1,1,1,1,6,7,7,7,1,1,1,2,7,6,6,7,1,1,,,,,,,0,0,245.881,0,1,Dr. Alex Mendez was confronted and confessed that he falsified data published from his study on a cure for melenoma. He had posted data sayinf injecting mutated cold viruses into the cancerous spots would cure them by having the body adapt and cure them itself. When other scientists attempted to use this method on patients they found that it didn't work and he confessed that he had made it up.,Cure for Melenoma debunked; scientist confronted on false data,4,6,first or second page,1,1,1,2,5,3,1,2,1,3,1,1,4,2,4,4,1,7,7,1,1,target does something bad,hypoformative|hypocat,11|8|1|6|4|5|2|3|14|7|16|13|15|9|10|12,41.92230225,-87.75550079,-1
R_D6jeXc6rSCYzPzj,Default Response Set,Anonymous,,,173.79.126.85,0,9/8/2015 19:54,9/8/2015 20:01,1,1,1,APNER6YHU9OA0,65,2,1,,1,,,,7,4,9,4,4,4,3,,2,2,5,7,2,2,7,3,7,2,7,2,7,2,1,3,1,2,3,1,1,2,1,2,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,,0,0,34.585,0,1,,,,,,Breakthrough in the treatment of skin cancer by injecting cells with a mutated cold virus.,Common cold cures cancer!,6,6,health/science,1,3,6,6,6,3,6,3,4,4,4,4,4,4,2,2,4,5,5,1,1,target does something good,hypoformative|hypocat,6|14|5|11|15|8|12|13|2|16|4|7|9|3|1|10,39.04559326,-77.38529968,-1
R_269FhtawvshQr1L,Default Response Set,Anonymous,,,50.157.91.96,0,9/8/2015 19:54,9/8/2015 20:02,1,1,1,AXDNFSVUBFLNV,26,2,1,1,,,,,3,2,6,3,3,2,3,,3,2,5,2,6,6,7,7,7,2,4,6,4,2,3,2,3,2,1,1,1,3,3,2,3,1,1,1,1,7,6,7,6,1,1,1,1,7,7,7,7,1,1,,,,,,,26.344,72.53,73.832,3,1,"Dr. Alex Mendez falsified the data for his melanoma cure, which was published and later proven false.",Data for melanoma cure was falsified,4,5,2,1,2,6,3,6,3,5,4,5,4,4,4,4,4,2,2,3,5,5,1,1,target does something bad,hypoformative|hypocat,5|13|2|1|3|15|16|8|6|11|7|12|14|9|10|4,45.00289917,-93.48750305,-1
R_1kSxkEddmMChbj4,Default Response Set,Anonymous,,,69.244.163.110,0,9/8/2015 19:54,9/8/2015 20:03,1,1,1,A15NP1KXWDFUP8,28,1,1,1,,,,,3,2,5,3,3,3,3,,2,1,5,2,6,6,3,6,3,3,6,3,6,2,2,2,1,1,2,3,1,3,2,2,2,5,3,5,4,5,5,5,3,4,4,3,3,4,4,4,3,1,1,,,,,,,0,0,44.794,0,1,A Dr. faked a study and said that he cured melanoma by injecting mutated cold germs into the body,Melano-he-di'int!,4,5,5a,1,3,1,4,4,3,2,4,3,3,3,3,3,3,1,1,1,3,4,1,1,target does something bad,hypoformative|hypocat,11|4|8|6|13|5|1|2|12|3|7|10|16|9|14|15,42.64860535,-83.40519714,-1
R_331nYI9KVIIcvqt,Default Response Set,Anonymous,,,70.176.130.108,0,9/8/2015 19:54,9/8/2015 20:03,1,1,1,A23D936C6QLI2D,30,2,1,1,,,,,2,1,6,3,5,3,7,Multiracial,7,7,5,1,4,8,4,8,4,4,4,8,1,2,2,3,2,1,3,2,1,2,2,2,3,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,1,,0,0,48.789,0,1,,,,,,"A doctor has found a cure for melanoma, a type of cancer than kills 10,000 people annually. The cure works by injecting the common cold into the skin's lesions, prompting the body to cure itself. ",Doctor Finds Cure For Melanoma,4,7,1,1,2,7,6,7,3,7,4,4,4,4,4,4,4,4,4,1,7,7,1,1,target does something good,hypoformative|hypocat,7|3|1|16|2|12|10|14|9|4|13|11|15|5|8|6,32.17849731,-110.7897034,-1
R_31oVZPI080I60R2,Default Response Set,Anonymous,,,173.24.207.249,0,9/8/2015 19:54,9/8/2015 20:04,1,1,1,A19F75QCU199K8,27,1,1,1,,,,,3,2,6,6,6,5,3,,6,6,5,2,2,2,3,8,8,7,8,1,7,3,1,3,1,2,3,3,1,2,2,2,3,4,6,5,5,3,4,4,3,5,5,5,5,3,3,3,3,1,1,,,,,,,2.112,99.811,101.158,5,1,"A researcher at a university medical school, Dr. Mendez, admitted to falsifying and publishing fake data. He had claimed to have found a cure for Melanoma. He was found out when other researchers could not replicate his results. Dr. Mendez has declined to comment.",University Proclaiming Cure for Melanoma Declared a Fraud,7,7,I think this story would be on the front page.,1,3,3,3,6,3,5,3,3,3,3,3,3,3,2,2,2,5,5,1,1,target does something bad,hypocat|hypoformative,12|11|7|2|15|14|4|1|8|13|16|10|3|5|9|6,41.57980347,-90.625,-1
R_3PAH5FGvJky4LjR,Default Response Set,Anonymous,,,74.132.21.138,0,9/8/2015 19:54,9/8/2015 20:08,1,1,1,A3HNKN92O6Y0OQ,33,2,1,,1,,,,6,3,4,5,6,2,3,,2,2,5,7,2,4,7,3,6,1,8,2,6,2,3,2,2,1,2,3,1,2,3,2,2,1,1,1,1,6,7,7,7,1,2,2,2,6,7,6,7,1,1,,0,0,60.128,0,1,,,,,,"Dr. Alex from had discovered a cure for melanoma, by injecting it with (can't remember) Her father had passed away from melanoma.",A cure for melanoma?,6,7,3,1,2,7,6,7,3,7,4,4,4,4,4,4,4,5,6,1,6,7,1,1,target does something good,hypoformative|hypocat,7|3|13|1|11|15|12|6|9|16|4|2|14|10|5|8,39.01629639,-84.59809875,-1
R_1OqrHqlhPvEuFmB,Default Response Set,Anonymous,,,68.229.28.238,0,9/8/2015 19:55,9/8/2015 20:18,1,1,1,A2XQY3UP32VEZQ ,33,2,2,,,,,1,3,3,9,4,4,4,3,,4,5,5,4,4,2,6,6,6,3,3,2,7,3,3,3,2,2,2,1,1,3,1,1,3,5,5,4,3,6,4,6,4,3,2,3,3,7,4,7,5,1,1,,44.15,51.807,69.754,2,1,,,,,,This article is about a doctor who discovered a remedy to treat melanoma - a skin cancer. This treatment consist in injecting a mutated cold virus into the skin.,Treatment for melanoma is discovered.,6,7,2,1,3,6,5,6,3,7,3,5,6,6,6,6,5,4,4,4,4,6,1,1,target does something good,hypoformative|hypocat,1|3|13|16|15|6|12|2|14|5|8|7|9|10|4|11,36.06010437,-115.2757034,-1
R_s4Fc3ZsjClq0hZT,Default Response Set,Anonymous,,,208.102.216.4,0,9/8/2015 20:10,9/8/2015 20:32,1,1,1,AMBSLLFEZ63NX,47,2,1,1,,,,,4,2,5,5,5,5,1,,6,5,5,1,2,1,3,7,4,7,6,4,4,2,3,3,3,2,3,2,3,1,2,3,2,1,1,2,1,7,6,6,7,1,2,2,1,6,7,6,7,1,1,,,,,,,4.164,180.799,195.066,4,1,Mendez a doctor and son of a skin cancer patient fabricated fake data on a possible cancer cure. Other scientist used the dr. finding to only find out it didn't work. ,Real dr. publishes Fake cure for cancer,6,5,middle section with local news,1,4,3,3,5,3,4,5,4,4,2,1,1,1,1,1,1,5,4,1,1,target does something bad,hypocat|hypoformative,3|4|2|8|13|10|11|1|16|12|14|5|6|9|15|7,39.26010132,-84.4890976,-1
R_1CjY8v4PCJ0WdCK,Default Response Set,Anonymous,,,100.36.198.229,0,9/8/2015 21:08,9/8/2015 21:22,1,1,1,A98XHW6B1VSSQ,45,2,1,1,,,,,6,3,5,1,1,1,3,,5,5,5,3,1,1,7,7,7,1,7,1,7,2,3,3,3,1,3,1,3,3,2,2,3,1,1,2,1,6,6,6,4,1,1,1,1,6,5,6,6,1,1,,2.941,45.605,69.166,21,1,,,,,,It is about a man who has found a way to cure Melanoma. He became involved in this research after having lost his Father to Melanoma when he was a teenager. Melanoma kills thousands of people a year and this could be a real change for people suffering or who could suffer from Melanoma.,A Life saving cure coming out of a tragedy,7,7,Page 4 or under the health section,1,2,7,6,5,3,7,4,4,4,4,4,4,4,1,2,2,6,6,1,1,target does something good,hypocat|hypoformative,1|10|7|4|2|5|8|9|14|3|16|15|12|13|6|11,38.6257019,-77.26650238,-1
R_1LvvIfiNNNMvI8f,Default Response Set,Anonymous,,,104.58.188.206,0,9/8/2015 21:09,9/8/2015 21:24,1,1,1,A1F0VPCA2QEVKZ,30,1,1,1,,,,,5,3,5,4,3,3,4,,7,6,5,2,1,2,6,6,4,1,7,2,7,2,1,1,1,1,2,2,1,3,2,2,3,2,5,5,2,6,7,6,6,2,2,2,6,7,5,5,5,1,1,,,,,,,1.956,81.462,118.119,3,1,A doctor was found to be lying about finding a cure for a serious illness. Dr Mendez claimed his team found a effective treatment for melanoma a skin cancer disease. He claimed his team could cure the disease in a high number of patients. Other doctors tried his procedure and found it did not work. Upon questioning the doctor admitted he lied.,Hope Lost - potential cure for melanoma a hoax,6,6,world news,1,3,5,5,7,3,6,4,4,4,5,5,5,4,1,1,1,5,5,1,1,target does something bad,hypoformative|hypocat,6|4|7|13|5|12|3|2|11|10|1|8|16|15|9|14,33.65950012,-85.88569641,-1
R_2uwUEDQC5fU7qPv,Default Response Set,Anonymous,,,100.14.112.182,0,9/8/2015 21:08,9/8/2015 21:26,1,1,1,A2UU7V5IWZXJGG,53,2,1,,1,,,,7,4,9,1,2,1,3,,1,1,5,8,1,1,8,3,7,3,7,6,7,3,2,3,1,3,2,3,2,1,2,3,3,1,1,1,1,7,7,7,7,1,2,4,4,7,5,7,4,1,1,,,,,,,0,0,116.459,0,1,Dr. Mendez completely fabricated data in an article published in JAMA. He falsely claimed that injecting a modified cold virus into melanoma lesions would cure the condition with a 78% success rate.,Melanoma Cure Data Fabricated by Researcher,5,6,"Health section, or p. 4 or 5 of Section A",1,3,6,6,7,3,4,1,4,4,4,4,4,4,4,4,1,7,7,1,1,target does something bad,hypocat|hypoformative,8|1|10|9|7|15|2|6|3|12|11|14|4|5|16|13,39.98930359,-75.61199951,-1
R_3KTriAAYWv8kToi,Default Response Set,Anonymous,,,73.22.54.134,0,9/8/2015 21:08,9/8/2015 21:26,1,1,1,AAGH904RDL2P1,26,1,1,1,,,,,3,1,4,1,1,2,3,,4,4,5,2,1,6,6,7,8,1,7,2,4,2,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,0,0,90.458,0,1,,,,,,A researcher may have found a cure for melanoma. The cure involves injecting a mutated cold virus directly into the lesions on patients that are suffering from melanoma.,"Researcher finds potential cure for Melanoma, a deadly skin cancer.",7,7,Front page.,1,3,7,7,7,3,7,4,4,3,4,4,4,4,2,2,2,6,6,1,1,target does something good,hypocat|hypoformative,1|12|8|9|2|14|11|15|4|6|5|10|7|3|13|16,42.25579834,-88.99909973,-1
R_2cCor77txJwahNa,Default Response Set,Anonymous,,,70.187.35.91,0,9/8/2015 21:09,9/8/2015 21:28,1,1,1,A373GV845TCZWO,63,1,1,,,,,1,6,4,9,4,4,4,3,,4,4,5,6,1,1,4,7,4,4,8,2,8,2,2,3,2,3,2,1,2,3,1,2,3,1,4,4,4,7,6,7,7,4,4,4,7,7,4,7,7,1,1,,,,,,,35.185,35.185,148.529,1,1,"Dr. Mendez claimed to have a cure for melanoma using mutated cold virus injected into skin cancers. He published his research, but other medical specialists who tried his methods reported that it did not work. Eventually, Dr. Mendez, whose own father died from melanoma, admitted that he faked his research.",Dr. Who Faked Melanoma Cure Admits To Fraud,6,6,5,1,3,4,4,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,target does something bad,hypoformative|hypocat,9|6|1|2|15|13|16|8|5|14|3|12|11|7|10|4,30.5019989,-87.36009979,-1
R_1K8YL7lojg1H2mg,Default Response Set,Anonymous,,,65.30.152.206,0,9/8/2015 21:08,9/8/2015 21:30,1,1,1,AH3BI81WDXMEE,27,2,2,,,,,1,4,3,5,4,5,5,2,,5,6,5,4,3,4,7,7,7,3,7,3,6,2,2,2,2,1,3,3,2,2,3,3,2,3,,3,5,3,6,4,3,4,3,6,3,7,6,7,7,1,1,,25.58,25.58,57.707,1,1,,,,,,"In the Washington post — Dr. Alex Mendez, a researcher at the George Washington University medical school, recently discovered what appears to be a cure for melanoma, a type of skin cancer. Dr. Mendez and his team of researchers discovered that by injecting a mutated cold virus directly into the skin lesions caused by melanoma, Mendez has received a great deal of recognition and praise from his peers for his achievements.This breakthrough represents more than just a professional victory for Mendez, whose father passed away from melanoma when he was a teenager","A cure for melanoma, a type of skin cancer.",7,7,cover,1,2,6,6,7,3,7,2,6,6,6,6,6,6,1,1,7,6,1,1,2,target does something good,hypoformative|hypocat,9|1|7|16|3|13|8|15|5|2|12|14|4|6|11|10,42.70970154,-88.04180145,-1
R_25FVRjozzRefBnp,Default Response Set,Anonymous,,,107.144.39.108,0,9/8/2015 21:07,9/8/2015 21:42,1,1,1,ALF9AAZGQP4K5,27,1,1,1,,,,,5,2,5,4,5,3,3,,3,3,5,2,2,3,2,7,3,7,6,6,6,1,3,2,2,1,2,1,1,1,1,1,2,2,2,2,2,5,6,6,6,3,3,3,3,4,4,3,5,1,1,,,,,,,1179.582,1179.582,1181.883,1,1,dr. mendez published phony studies of his finding a cure for melanoma.  his father died from it which makes the lie even more atrocious.  other schools and institutions tried using ihs method and failed.,Doctor 'Doctors' melanoma study results,5,6,health,1,3,6,6,6,3,5,2,4,3,4,4,4,4,3,4,2,3,3,1,1,target does something bad,hypocat|hypoformative,8|12|2|5|16|11|7|3|9|14|10|15|13|1|6|4,27.88119507,-82.75209808,-1
R_RgmbuVHxJAD5cat,Default Response Set,Anonymous,,,159.118.8.119,0,9/8/2015 14:18,9/8/2015 17:45,0,1,1,A3MTAJHYHCIJK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_25zqklOafdXauMH,Default Response Set,Anonymous,,,73.143.111.237,0,9/8/2015 21:13,9/8/2015 21:48,1,1,1,A4T50ODN6SGNR,34,1,1,,1,,,,7,3,9,3,3,1,3,,2,2,5,1,2,7,2,8,7,6,3,6,6,2,2,2,2,2,2,2,1,2,2,2,3,6,6,4,6,4,4,4,4,4,6,2,4,4,4,4,4,1,1,,4.147,351.017,353.204,5,1,,,,,,A doctor at George Washington University has successfully treated the skin cancer melanoma. The treatment involves injecting mutated cold viruses into cancerous skin lesions. Researcher Dr. Mendez had previously lost his father to melanoma when he was a child.,New melanoma treatment possible cancer cure,4,2,first,1,4,6,7,6,3,6,3,3,3,4,2,4,3,3,4,2,5,4,1,1,target does something good,hypoformative|hypocat,15|9|16|5|12|8|11|3|7|1|2|4|6|13|14|10,42.65229797,-71.3506012,-1
R_AGM7JQnoCLZjyVj,Default Response Set,Anonymous,,,38.123.93.47,0,9/8/2015 21:09,9/8/2015 22:03,1,1,1,A2HN78FURWDS8D,26,2,1,1,,,,,2,2,3,2,2,2,1,,7,7,5,8,7,8,8,8,7,1,7,8,3,2,2,3,2,1,2,2,1,3,2,1,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,,163.883,163.883,187.987,1,1,,,,,,That researchers have found a potential cure for melanoma that worked well in 78 percent of patients. / ,Breakthrough in Melanoma research,4,5,7,1,3,7,5,6,3,6,2,1,2,1,1,1,2,2,7,1,7,7,1,1,target does something good,hypoformative|hypocat,2|15|16|6|3|12|5|14|1|9|10|8|13|4|11|7,41.67269897,-86.251297,-1
R_28Y9zlN9KlNR1Ro,Default Response Set,Anonymous,,,70.65.168.176,0,9/8/2015 22:06,9/8/2015 22:14,1,1,1,A33249GFIAKI1G,30,1,1,1,,,,,5,3,6,3,5,2,3,,1,3,5,7,2,3,7,7,7,6,6,4,7,2,3,2,1,2,2,1,1,3,2,1,2,3,3,3,1,5,5,6,5,2,2,2,3,6,6,6,5,1,1,,,,,,,51.629,51.629,53.158,1,1,"A cancer doctor has falsified data to make people believe that he had discovered a cure for melanoma, a type of skin cancer.  His father passed away from melanoma so his deception was a surprise to all.",Cancer Researcher Falsifies Melanoma Cure,6,6,1,1,3,3,5,6,3,6,4,3,3,3,4,4,3,5,5,2,6,6,1,1,target does something bad,hypoformative|hypocat,1|2|5|13|12|6|8|3|9|15|11|7|4|16|10|14,49.69999695,-112.8186035,-1
R_117Jg062wIUR3ln,Default Response Set,Anonymous,,,71.202.115.245,0,9/8/2015 22:06,9/8/2015 22:16,1,1,1,A26UH6S3XID47B,23,1,1,1,,1,,,3,2,8,2,3,2,4,,2,2,5,6,6,2,7,4,7,2,8,2,6,2,2,3,2,3,3,1,1,2,2,1,2,2,2,3,2,6,6,6,6,3,3,2,2,6,5,6,6,1,1,,0,0,48.651,0,1,,,,,,"Dr. Alex Mendez, a research at George Washing University medical center has found a potential cure for skin melanoma. By injecting a mutated cold virus directly into melanoma skin lesions, Dr. Mendez has been able to eliminated melanoma in 78% of patients in their trial. Since melanoma affects more than 74,000 people a year and kills 10,000, the treatment, if proven to be effective, will save thousands of life.","Melanoma's time might be limited, and it's all due to a mutated cold virus",6,7,1,1,3,5,6,6,3,6,4,2,2,3,3,4,3,4,4,3,6,6,1,1,target does something good,hypocat|hypoformative,3|13|5|16|12|9|8|4|15|1|7|6|14|2|11|10,37.23620605,-121.8289032,-1
R_3Rkd9fiMoHoHuaD,Default Response Set,Anonymous,,,24.144.171.201,0,9/8/2015 22:06,9/8/2015 22:20,1,1,1,A2YK27PT866YXE,26,2,1,1,,,,,8,4,6,3,6,2,3,,4,5,5,6,1,2,8,3,8,2,7,2,7,2,3,3,1,3,2,1,1,3,2,1,3,2,2,2,2,6,7,6,5,1,2,1,6,6,7,7,7,1,1,,,,,,,0,0,180.931,0,1,A scientist named Dr. Mendez falsified data about finding a cure for melanoma using the cold virus. The virus had no actual affect on melanoma. ,The Hope For a Cure is Crushed by Lies,6,7,3,1,3,1,2,5,3,2,4,1,2,2,2,2,4,5,5,3,6,6,1,1,target does something bad,hypoformative|hypocat,12|10|8|9|7|4|16|15|11|13|3|14|1|6|2|5,41.16600037,-80.06150055,-1
R_26kCI5XmT72NLRT,Default Response Set,Anonymous,,,186.15.176.66,0,9/8/2015 22:08,9/8/2015 22:23,1,1,1,AKNYT1NTK2UFK,31,2,1,1,,,,,3,3,6,3,3,2,3,,4,3,5,7,2,2,8,2,7,3,7,3,7,2,3,3,2,1,2,1,1,3,2,1,3,2,2,3,2,6,6,6,6,2,3,2,2,6,6,6,6,1,1,,5.855,80.859,81.825,3,1,,,,,,"A doctor discovered a cure for melanoma which involves injecting the spot with a flu virus, teaching the body to heal itself.",Skin Cancer Cured? Father's Death Motivates Doctor to Find a Way to End Melanoma,5,6,1,1,2,6,6,7,3,6,4,3,3,4,4,4,4,2,2,1,5,6,1,1,target does something good,hypocat|hypoformative,5|7|11|4|15|14|16|2|3|10|13|8|1|9|6|12,9.721496582,-84.31430054,-1
R_1H0K0WOsIN16TYP,Default Response Set,Anonymous,,,66.177.222.108,0,9/8/2015 22:06,9/8/2015 22:23,1,1,1,A18XFOKU5G1OL1,29,1,1,1,,,,,2,1,4,3,3,3,3,,1,2,5,3,6,1,7,7,4,6,7,2,7,2,3,2,2,3,3,3,2,2,3,3,2,6,6,5,6,3,6,3,3,5,6,4,7,4,5,6,2,1,1,,,,,,,12.398,12.398,26.188,1,1,Dr Mendez falsified data in 2013 Journal of the American Medical Association. The data was about melanoma. Surprisingly Mendez's father died from melanoma. It is still unknown why he falsified the data.,Dr Mendez's False Data,5,5,3rd,1,2,5,4,4,,5,1,1,1,4,5,5,4,1,1,5,1,1,1,1,target does something bad,hypocat|hypoformative,14|5|4|13|7|9|10|6|2|1|3|11|12|16|15|8,27.64680481,-80.40350342,-1
