V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_uyQk2AmNFaJ0Zt7,Default Response Set,Anonymous,,,159.118.53.88,0,5/25/2016 15:33,5/25/2016 15:46,1,1,1,A2DHYLOZV6GV0B,38,2,1,,1,,,,3,2,4,5,4,4,3,,7,7,5,6,6,6,6,4,7,4,8,1,6,4,6,6,6,4,4,5,4,6,6,5,6,4,3,3,2,3,3,3,2,1,3,2,2,2,3,2,3,1,1,,1,,school shooting in TN where 2 students overpowered the gunman.,Bravery of students averts tradgedy in school shooting,4,7,5,4,3,5,4,1,4,5,3,4,6,6,3,5,4,4,4,3,3,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,4|10|12|7|6|3|1|2|14|13|15|16|9|11|8|5,33.63830566,-96.72450256,-1
R_ymEaDOThF6UmYaB,Default Response Set,Anonymous,,,71.7.65.112,0,5/25/2016 15:35,5/25/2016 15:46,1,1,1,A1PE4AWFGVLQS,27,1,1,1,,,,,4,2,6,1,2,1,3,,5,5,5,2,7,3,4,7,2,4,7,3,6,2,2,2,2,7,7,7,7,2,2,1,2,7,7,7,7,2,2,3,2,1,3,2,1,2,3,3,2,1,1,,1,,Two students heroically disarmed a gun at a UT dorm. The gunman wounded three but was taken down before any more damage could be done. ,Gunman injuries three before being heroically subdued by two UT students.,5,7,7,7,7,7,7,1,5,6,2,6,7,6,3,7,4,4,4,4,4,4,5,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,10|15|1|11|8|16|3|9|5|2|4|7|12|14|6|13,41.06869507,-94.3927002,-1
R_3L6hMUeHBOXEb4u,Default Response Set,Anonymous,,,71.121.188.221,0,5/25/2016 15:37,5/25/2016 15:46,1,1,1,A17S5WT91IVQAX,29,1,1,1,,,,,5,3,5,2,3,2,3,,4,6,5,7,2,2,6,6,7,1,6,2,6,2,1,2,1,5,6,7,2,1,2,1,1,6,6,2,6,2,1,3,3,2,3,1,3,2,2,3,2,1,1,,,1,"Two college students had planned to conduct a mass shooting on campus. The two were regarded as outsiders/loners, and were foiled by a roommate overhearing the plot. ",Campus Shooting Foiled - Both Students in Police Custody,5,5,6,7,6,6,3,1,3,4,4,2,4,4,3,3,4,4,3,6,6,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,2|14|8|12|1|13|16|5|7|10|6|9|3|4|15|11,39.53819275,-76.35189819,-1
R_1eKLt0s1CMGR9EA,Default Response Set,Anonymous,,,104.160.63.114,0,5/25/2016 15:39,5/25/2016 15:46,1,1,1,A2XWD4PZM6JU0M,24,1,1,1,,,,,4,3,6,4,5,2,3,,5,5,5,2,2,3,6,7,4,6,4,6,6,2,2,1,2,5,2,6,6,2,2,2,2,5,5,6,6,1,1,3,1,2,3,1,1,2,1,1,1,1,1,,,1,Two college students were uncovered to be planning a mass shooting on campus. It is believed that one of the students' roommates overheard a phone conversation between the conspirators and reported it to police.,Vigilant Roommate's Tip Leads to Foiling Mass Shooting,5,5,5,5,5,5,5,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,2,6,6,6,1,1,1,FL_109,,,low status,hypoformative|hypocat,1|9|13|8|4|15|16|7|3|5|2|14|11|12|10|6,32.37289429,-81.84429932,-1
R_3lyRfSKjw4vHGOV,Default Response Set,Anonymous,,,208.91.239.10,0,5/25/2016 15:28,5/25/2016 15:47,1,1,1,A2YSRXLVV3FV6S,36,1,1,1,,,,,6,3,9,3,5,1,3,,3,5,5,2,2,1,7,7,7,6,8,2,8,3,2,2,2,4,5,5,6,2,4,2,3,7,6,6,6,2,3,2,1,2,1,1,1,2,2,2,3,1,1,,1,,A shooter entered a University of Tennessee dorm and started shooting.  Two students acted to disarm and restrain the shooter and limited him to causing 3 injuries and no fatalities. ,UT-oh! Hero students stop armed shooter at University of Tennessee. Save Student Lives. ,5,7,6,7,7,6,6,1,3,7,1,6,7,6,3,6,4,4,4,4,5,5,5,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,2|9|7|15|6|14|5|1|12|11|4|3|16|10|8|13,43.07369995,-89.52739716,-1
R_6z0V6eAhSPZ63sZ,Default Response Set,Anonymous,,,206.74.212.254,0,5/25/2016 15:31,5/25/2016 15:47,1,1,1,A3QCVVUWBAL2OW,34,1,1,1,,,,,6,3,6,4,5,3,3,,4,4,5,6,2,4,7,6,7,2,7,2,6,2,3,4,3,6,6,5,4,2,4,2,3,6,5,6,5,2,3,1,1,2,1,2,2,2,3,2,3,1,1,,1,,Two male college students see a guy shooting on the campus of the University of Tennessee and feel compelled to take action.  They jump on the back of the shooter and hold him down until the police arrives.,Two coeds save UT from possible massacre with heroic efforts.,5,6,6,6,6,6,5,1,4,5,2,6,6,5,3,6,4,4,4,4,3,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,12|6|13|15|1|9|11|16|5|2|14|8|10|7|3|4,34.99259949,-81.17870331,-1
R_2Qsv2jGpL8UWS0N,Default Response Set,Anonymous,,,98.194.228.209,0,5/25/2016 15:41,5/25/2016 15:48,1,1,1,A33RO732EXH4FS,35,2,1,,1,,1,,2,2,8,1,1,1,3,,1,1,5,6,6,7,7,3,6,1,4,6,4,1,1,1,1,7,7,7,6,1,1,1,2,7,7,7,7,2,2,3,2,2,3,2,1,3,2,2,3,1,2,"I took journalism classes in college at Texas A&M and Blinn College. 2 years, Texas. ",1,,"Two students at a local college help prevent loss of life at their campus by taking down a student with a gun. The unarmed students, long time friends, neutralized the shooter, preventing further destruction. Three students were injured in the attack, but are expected to recover. ","Students Slam Shooter, Saving Lives",4,6,7,7,7,7,6,1,5,7,1,7,6,6,3,7,4,4,4,4,3,3,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,3|1|8|5|7|11|6|14|2|9|16|12|10|13|15|4,29.36560059,-95.25250244,-1
R_ebxTE70AcdyilgJ,Default Response Set,Anonymous,,,98.118.156.219,0,5/25/2016 15:28,5/25/2016 15:48,1,1,1,A35HDNVX9UTS2Q,65,2,1,,1,,,,4,2,8,4,3,3,3,,5,5,5,6,1,1,7,6,7,2,7,1,6,2,2,2,1,6,6,6,2,2,2,2,2,7,6,6,6,2,3,3,3,2,3,3,2,2,3,2,3,1,1,,,1,A plot to take revenge on bullying was stopped. Yusep and Miller were going to cause havic at UT. Yusep was the leader and was from Egypt.,Plot to avenge bullying averted.,4,5,6,5,5,5,5,1,5,3,6,1,6,5,3,5,2,2,2,6,2,2,2,2,6,6,6,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|15|1|10|7|13|4|8|16|14|5|3|11|2|6|9,42.83560181,-78.74839783,-1
R_DqTmFX0ym9MLeWB,Default Response Set,Anonymous,,,24.209.62.18,0,5/25/2016 15:31,5/25/2016 15:48,1,1,1,a2xx29vchm,35,2,1,,1,,,,3,2,4,1,4,4,7,,7,7,5,6,6,7,7,3,8,4,7,2,4,2,1,5,3,6,5,4,3,2,6,4,4,6,7,6,6,2,3,3,2,2,3,3,2,2,3,3,2,1,1,,,1,2 students at the university were planning a attack on their school in tennesse  one of the roommates overheard their plans and notified law enfourcment both childrencame from a nice family,when collage kids go bad,5,6,7,6,4,4,6,1,5,5,4,6,4,4,3,4,5,5,5,4,4,4,5,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,8|16|2|1|15|6|5|9|13|14|12|10|11|7|3|4,41.44850159,-82.01860046,-1
R_1OE5YFeTfDFGeRO,Default Response Set,Anonymous,,,204.186.88.114,0,5/25/2016 15:42,5/25/2016 15:48,1,1,1,A1RL9PZSR9DOHY,34,2,1,1,,,,,5,3,9,1,1,1,3,,4,4,5,7,1,1,7,1,7,1,7,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,7,7,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,,1,,Two University of Tennessee students charged a heavily armed attacker at at UTenn dormitory. The students were coming from breakfast and heard a gunshot and decided to take action and tackle the attacker. ,University of Tennessee Students Stop Potentially Fatal School Shooting,6,6,4,7,6,6,6,1,5,5,2,5,6,6,3,7,4,4,4,4,4,4,4,1,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,12|10|1|11|7|6|4|3|16|13|9|8|2|15|5|14,41.41650391,-75.15519714,-1
R_3lOik1HTTaoTcCB,Default Response Set,Anonymous,,,71.237.224.224,0,5/25/2016 15:36,5/25/2016 15:48,1,1,1,A1ND4NNS6YX1SD,41,2,1,,1,,,,7,3,9,3,3,3,3,,1,1,5,1,2,1,8,7,8,1,8,2,7,1,1,1,1,7,4,7,7,1,1,2,3,7,6,7,7,3,2,3,3,2,3,2,1,3,2,2,3,1,1,,,1,"To college age males were arrested for a planned attack on the university campus. There is little confirmation on the plot to date. The boys were students that seemed to be""loners"" and excluded from social groups. The plan is reported to be spearheaded by one of the boys. There were guns and weapons found at his dorm when the police arrested him. ",Two Arrested for Planned Attack on Campus,5,6,6,4,4,4,4,1,1,1,1,1,1,1,3,1,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,13|9|2|16|4|10|3|7|8|14|11|15|5|1|12|6,45.36529541,-122.7579041,-1
R_25utjqhhh69TLw8,Default Response Set,Anonymous,,,100.38.160.112,0,5/25/2016 15:35,5/25/2016 15:48,1,1,1,A31HTN0E9RTQK7,33,2,1,,1,,,,7,3,9,1,3,1,2,,4,5,5,4,6,2,7,4,4,2,4,4,4,1,1,1,1,6,6,7,6,1,1,1,1,7,7,6,7,2,3,3,2,2,3,1,1,2,2,1,3,1,1,,,1,"Two undergraduates at the University of Texas were arrested for allegedly plotting a terrorist attack. Guns and ammunition, legally obtained, were recovered from a dorm room. Students reported that the two were good friends from Nashville and were relatively isolated and unpopular in the larger community. ",Two UT students allegedly plotting a terrorist attack,6,5,7,7,7,4,7,1,1,1,5,2,4,4,3,4,4,4,4,2,2,2,2,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,15|4|7|13|16|14|3|6|9|10|11|2|1|5|12|8,40.72520447,-73.98020172,-1
R_CZHNZJga78GtR8l,Default Response Set,Anonymous,,,69.148.165.226,0,5/25/2016 15:33,5/25/2016 15:49,1,1,1,A3MELYYGRJ61SX,54,2,1,1,,,,,5,3,6,5,5,3,3,,5,3,5,6,1,6,6,2,8,3,8,3,8,1,1,1,1,6,7,7,7,1,2,1,2,7,6,6,6,3,2,2,3,1,2,3,1,2,3,3,3,1,1,,,1,"Two students at the University of Tennessee were arrested for plotting a mass shooting. Both had been socially outcasts and reclusive. The plan was overheard and reported to police. Upon investigation, authorities uncovered an arsenal of weapons and arrested the students.",Shooting plot by University of Tennessee Students Foiled,4,4,5,6,5,4,4,1,3,2,6,2,1,4,3,3,4,3,3,5,4,3,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,3|16|7|6|4|2|9|1|8|5|11|12|15|14|10|13,38.95629883,-94.58380127,-1
R_YQFwzZJqFamAs2B,Default Response Set,Anonymous,,,199.59.192.198,0,5/25/2016 15:38,5/25/2016 15:49,1,1,1,A2HGQ97RIJGKWE,27,1,1,1,,,,,3,3,6,2,3,2,3,,6,7,5,2,4,3,6,7,7,4,4,4,8,3,4,3,3,3,3,4,3,3,4,3,3,4,2,3,4,1,3,2,2,2,1,2,3,2,3,2,1,1,1,,1,,"Two students from UTenn experienced a shooting.  When confronted by the gunman, one of the students charged and tackled the man using his experience in martial arts, while the other student disarmed him.",Two UTenn Students Disarm Gunman In Recent School Shooting ,5,6,4,4,4,5,4,1,3,5,3,5,6,6,3,5,4,4,4,4,2,3,4,2,7,6,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,4|15|10|3|8|6|12|16|5|7|1|14|2|13|11|9,38.96429443,-94.71350098,-1
R_3QXWz6mCNC9ze6z,Default Response Set,Anonymous,,,162.194.105.170,0,5/25/2016 15:34,5/25/2016 15:49,1,1,1,A219VCQZADQ45W,63,2,1,,1,,,,4,3,6,5,5,6,3,,4,3,5,6,1,2,6,3,7,3,7,3,7,2,2,2,2,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,2,2,1,1,1,3,2,1,3,1,1,,1,,TWO STUDENTS AT THE UNIV. OF TENNESSEE THWART A POTENTIALLY DEADLY SHOOTER.Zack Yusef and Dave Milner tackled and disarmed a man shooting a gun in the hallway.,TWO STUDENTS AT THE UNIV. OF TENNESSEE THWART A POTENTIALLY DEADLY SHOOTER.,4,7,7,7,7,5,6,1,4,6,1,6,4,5,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,15|9|4|16|11|5|13|12|2|3|8|7|10|6|14|1,36.00740051,-79.87319946,-1
R_3COui4yZze1hsLv,Default Response Set,Anonymous,,,70.178.234.195,0,5/25/2016 15:33,5/25/2016 15:50,1,1,1,A2GB408EBSMHNJ,36,2,1,,,,,1,3,2,4,2,3,3,3,,1,1,5,2,6,7,3,7,6,3,3,6,4,1,2,3,1,6,7,6,6,1,1,1,2,5,6,7,6,1,2,3,2,1,3,1,1,2,1,1,3,1,1,,,1,A pair of disgruntled and antisocial young adults plotted to kill a bunch of innocent people but were stopped before anything happened.,Students Killing Plot Preemptively Stopped,4,3,3,2,3,3,1,1,3,2,3,2,5,5,3,4,4,4,4,4,4,4,4,2,6,6,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,2|3|9|10|12|13|6|16|7|11|5|4|15|1|8|14,36.31149292,-93.55729675,-1
R_1obaRDGujOhaPGb,Default Response Set,Anonymous,,,71.206.49.167,0,5/25/2016 15:31,5/25/2016 15:50,1,1,1,A1ALXQ6G4RGF5O,23,2,1,,1,1,,,2,2,5,1,1,1,3,,1,1,5,8,7,2,1,2,2,7,8,2,6,1,4,5,1,7,7,7,7,1,5,3,2,7,5,7,7,3,2,3,1,1,2,3,3,2,3,1,2,1,1,,,1,"Two antisocial students at UT make a plan to attack the school. When Milner's roommate overheard the plan details, the police were called. The police then found an arsenal of weapons. ",Deadly students turned into deadly weapons,3,3,7,7,7,7,7,1,5,3,6,1,1,1,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,5|11|3|4|1|13|10|6|7|15|16|9|2|12|14|8,39.46240234,-77.27580261,-1
R_1ImiJy0VWnHvKHf,Default Response Set,Anonymous,,,50.46.168.9,0,5/25/2016 15:37,5/25/2016 15:51,1,1,1,A2D4SVIJX42Z6B,30,1,1,1,,,,,5,3,6,2,3,1,3,,7,7,5,2,2,1,4,8,6,6,7,3,7,3,5,3,5,3,2,3,4,6,2,6,6,5,4,5,2,2,3,2,2,2,2,1,1,2,2,1,2,1,1,,1,,"Someone at a Tennessee university opened fire in a dorm, shooting 3 students. A brave student took it upon himself to stop the shooter and was successful in disarming him. The students injured are expected to survive.",Quick thinking averts disaster at Tennessee University Shooting,5,6,6,6,6,6,5,1,5,7,1,7,6,6,3,6,6,3,3,6,5,5,5,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,16|7|8|4|9|6|12|10|2|14|15|1|5|11|13|3,47.90150452,-122.1844025,-1
R_10VfXOa4oHii7pa,Default Response Set,Anonymous,,,132.236.82.220,0,5/25/2016 15:38,5/25/2016 15:51,1,1,1,A33HHJ06ONLI5G,29,2,1,1,,,,,7,3,9,1,1,1,3,,4,5,5,3,2,2,7,6,6,2,7,2,7,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,2,3,2,2,3,2,1,2,2,2,2,1,1,,,1,"Two students, seen as outsiders, planned an attack on campus and were arrested. Details about the students and the planned attack are scarce at this point, and their families declined to comment.","Two students, viewed as outsiders, arrested after plan to attack campus discovered",3,1,5,5,1,1,3,1,3,2,5,3,5,5,3,5,4,4,4,3,3,3,3,2,6,6,6,1,1,1,FL_58,low status,hypoformative|hypocat,,,13|11|14|7|8|9|5|10|2|6|15|1|4|3|12|16,42.44059753,-76.49659729,-1
R_2TQXH5wWNYn6d3I,Default Response Set,Anonymous,,,75.76.45.161,0,5/25/2016 15:37,5/25/2016 15:51,1,1,1,A2175MT0FHLAKO,41,2,1,,,1,,,3,2,5,1,1,1,3,,1,1,5,6,2,3,7,6,2,1,8,3,7,1,1,1,1,4,7,7,7,1,1,1,1,7,7,7,7,3,3,3,2,1,2,3,3,2,3,1,3,1,1,,1,,Two student disarmed an armed attacker at their school. Yuself was one of the boys and was trained in martial arts and was on the wrestling team. He and his friend Dave saw the armed gunman and Yusef tackled him from behind and got him on the ground. Dave disarmed him. Three people were shot before they accosted him.,Two Students Disarm Gunman in Local School Shooting,4,7,7,7,4,4,7,1,4,7,1,7,7,7,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,16|3|4|6|10|7|13|2|14|5|1|9|12|11|15|8,34.71929932,-86.56040192,-1
R_22lyz438xAUP7uq,Default Response Set,Anonymous,,,70.61.169.30,0,5/25/2016 15:35,5/25/2016 15:51,1,1,1,AOMTL7RWZTP3Z,31,1,1,1,,,,,5,3,6,5,6,3,3,,2,2,5,3,2,3,4,7,6,6,7,2,6,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,2,3,3,2,2,2,3,2,2,3,2,2,1,1,,1,,A shooter got loose in Knoxville on campus.   Two students took action to stop the shooter from hurting any other people.,Two Heros Born in Knoxville,5,5,7,7,7,7,7,1,5,6,2,7,5,6,3,6,4,4,4,4,4,4,4,2,5,5,5,1,1,1,FL_109,,,high Status,hypoformative|hypocat,7|14|1|3|10|5|8|12|11|16|2|15|6|4|13|9,40.084198,-82.93779755,-1
R_sAxdqFE32UeGshP,Default Response Set,Anonymous,,,76.121.196.105,0,5/25/2016 15:33,5/25/2016 15:51,1,1,1,A3LI11B9RGB73X,52,2,1,1,,,,,3,2,5,7,7,6,3,,6,6,5,7,1,1,8,2,7,2,8,2,8,1,6,6,1,7,6,1,6,3,7,3,2,7,5,7,5,2,2,3,1,2,3,2,3,3,2,1,3,1,1,,,1,Two students Zack Yuef and Dave Milned who went to school at the University of Tennessee planed a mass shooting. Police got a tip from Yuef roommate. Were they found a large catch of guns .,Two University of Tennessee plan mass shoting.,4,7,7,6,6,6,5,1,4,1,7,1,1,4,3,3,2,2,2,4,2,2,1,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,16|4|1|2|3|7|15|5|10|14|6|9|12|8|13|11,47.10150146,-122.3272018,-1
R_1fiPqqBGIpfvV8r,Default Response Set,Anonymous,,,173.26.220.87,0,5/25/2016 15:38,5/25/2016 15:52,1,1,1,A18NTE4P6MAWV5,25,2,1,,,1,,,1,3,6,5,6,3,3,,2,2,5,6,6,2,7,7,6,4,7,2,6,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3,3,3,3,1,2,2,1,2,2,2,2,1,1,,,1,Two high school friends plotted a shooting at University of Tennessee. Both individuals felt alienated from their peers so they bought guns and amunition. A roommate overhead the plan and immediately notified the police.,Alienation sparks planned school shooting.,5,5,6,6,6,5,4,1,3,4,3,2,4,5,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,12|1|2|16|6|5|7|3|15|8|4|11|9|14|10|13,38.88169861,-92.40200043,-1
R_0f6ZNTTqNQgu2XL,Default Response Set,Anonymous,,,67.170.106.137,0,5/25/2016 15:39,5/25/2016 15:52,1,1,1,A2XTUQ4CD1LF2K,72,1,1,,1,,,,2,2,5,1,1,1,3,,3,4,5,7,6,6,7,4,4,1,8,2,4,1,4,5,1,6,7,7,6,4,5,5,5,7,4,7,3,3,2,2,2,2,1,2,1,3,1,1,3,1,1,,1,,Two unarmed students disarmed an active shooter at the University of Tennessee.,Two unarmed students disarm active shooter.,7,7,7,7,7,7,7,1,5,7,1,7,6,7,3,7,3,3,3,4,3,2,3,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,6|13|2|7|11|1|15|14|9|5|3|10|8|16|12|4,47.68539429,-122.2872009,-1
R_1j7ieHVRueDzFAC,Default Response Set,Anonymous,,,108.207.18.161,0,5/25/2016 15:42,5/25/2016 15:53,1,1,1,A1OPQO0OKJG3GK,39,2,1,,,,,1,5,3,5,3,3,3,3,,4,1,5,4,4,7,4,8,7,3,7,6,6,2,4,3,2,4,4,5,4,3,3,2,4,4,5,5,4,3,3,3,3,2,3,3,1,2,3,3,3,1,1,,,1,TWO STUDENTS WHO HAD A HARD TIME FITTING IN WITH THEIR PEERS SHOT OTHER STUDENTS. THEY SPENT A LOT OF TIME TO THEMSELVES PLAYING VIDEO GAMES. DETECTIVES FOUND CORRESPONDENCE BETWEEN THE TWO STUDENTS WHICH DETAILED THEIR PLAN. ,OUTCAST STUDENTS GO ON SHOOTING RAMPAGE,4,3,5,6,6,6,4,1,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,5|13|15|10|1|12|11|6|9|7|14|2|8|3|16|4,38.80220032,-90.6269989,-1
R_9zeFIU5BTUvOZ33,Default Response Set,Anonymous,,,12.7.28.10,0,5/25/2016 15:41,5/25/2016 15:53,1,1,1,A12SJSJIUR3A23,25,2,1,1,,,,,3,2,5,3,4,4,3,,4,4,5,7,1,1,6,3,6,2,7,1,6,4,5,4,5,6,6,6,6,2,3,5,4,5,5,5,5,2,3,1,2,2,1,3,2,1,3,3,2,1,1,,1,,"IT WAS ABOUT A POTENTIALLY BAD SHOOTING AT UTENN, IT COULD OF BEEN A LOT WORSE THAN WHAT IT ALREADY WAS. ",THE WORST NIGHTMARE FOR UTENN,6,7,6,5,4,6,5,1,5,4,3,5,5,4,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,6|12|10|8|11|3|16|4|7|1|15|14|5|9|13|2,31.9730072,-81.08399963,-1
R_1N93lblFlT7BIY4,Default Response Set,Anonymous,,,50.162.95.202,0,5/25/2016 15:42,5/25/2016 15:53,1,1,1,A3GYZUEA1JUZ6V,41,2,1,1,,,,,7,3,6,5,5,5,2,,7,6,5,6,1,1,7,6,7,1,7,1,7,5,5,6,4,5,4,5,3,4,5,4,5,4,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,1,Two students at the University of Tennessee were arrested for a mass shooting on the school campus.  ,A mass shooting at University of Tennessee,4,4,6,7,7,7,7,1,4,2,6,4,4,4,3,2,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,8|16|14|12|9|3|15|2|1|13|5|10|7|6|11|4,29.98779297,-95.65499878,-1
R_cRS5pclsEyxHBqt,Default Response Set,Anonymous,,,108.171.130.173,0,5/25/2016 15:41,5/25/2016 15:54,1,1,1,A2N0F4TR3TXP88,30,1,1,1,1,,,,3,2,6,6,6,6,3,,1,1,5,2,3,4,7,7,8,1,7,2,6,2,5,4,6,7,2,5,2,1,5,4,3,6,5,7,7,2,2,2,3,3,3,3,3,3,1,3,3,1,1,,1,,2 College students were able to disarm a gunman inside the University of Tennessee.  Only 3 people were wounded and are in stable condition.,Potential Mass School Shooting Averted by 2 Selfless UT Students,7,7,7,7,7,7,7,1,,7,1,7,7,7,3,7,4,4,4,1,4,1,1,2,7,6,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,9|3|13|5|16|4|1|15|7|2|6|12|10|14|8|11,40.78010559,-74.06330109,-1
R_25GXsh6egVGBIDY,Default Response Set,Anonymous,,,97.88.5.214,0,5/25/2016 15:32,5/25/2016 15:54,1,1,1,A1EPAFC3Q3OM96,21,1,1,,,1,,,1,4,5,4,4,4,3,,1,2,5,3,4,4,6,8,8,4,8,6,7,1,2,2,1,7,7,6,6,7,1,2,5,7,6,6,6,2,2,3,2,1,3,1,1,3,2,1,3,1,1,,,1,This article reported the arrest of two University of Tennessee students for planning to perform a mass shooting at the college.,University students arrested for planning mass shooting at University of Tennessee,5,6,6,6,5,4,6,1,4,3,3,1,4,1,3,3,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,6|9|11|14|7|13|12|1|4|15|2|16|5|3|10|8,45.48840332,-94.23239899,-1
R_1fZrJmELfInmC2y,Default Response Set,Anonymous,,,98.251.17.160,0,5/25/2016 15:39,5/25/2016 15:54,1,1,1,A2GTL8ODM5JYA2,38,2,1,,,,,1,2,2,5,2,1,1,8,Human,1,1,5,6,6,7,7,6,6,3,6,6,6,1,1,1,3,7,7,7,6,1,1,1,1,7,7,7,7,2,2,3,1,2,3,2,2,2,2,2,2,1,1,,1,,"Basically, three friends hid when they spotted an armed gunman who began to shoot up the college they attended. They then jumped onto him while disarming him, therefore preventing a traumatic event. Three were injured.",Unarmed Heros Stops School Shooter in His Tracks,4,5,7,7,7,7,7,1,5,6,2,7,7,7,3,7,4,4,3,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,8|4|15|2|5|9|16|6|14|12|11|13|7|1|3|10,33.83790588,-84.38459778,-1
R_31bo5qi2SWPigR3,Default Response Set,Anonymous,,,50.153.171.91,0,5/25/2016 15:43,5/25/2016 15:54,1,1,1,A2ZW3NBLBTPCMC,21,2,1,1,,,,,4,3,6,3,4,2,3,,3,2,5,6,3,6,8,6,8,1,7,2,6,1,1,1,1,7,6,7,6,1,2,1,2,7,7,7,7,3,3,3,2,3,2,2,1,3,1,1,3,1,1,,1,,"Two students were witness to a school shooting, and they tackled and kept the shooter captive until help arrived.",University of Tennessee Heroes Disarm Shooter,5,5,7,7,7,4,6,1,7,7,1,7,7,7,3,7,4,4,4,4,3,4,3,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,6|10|16|3|15|14|5|13|1|9|12|2|7|11|4|8,40.40510559,-80.03520203,-1
